"District","FIPS","Year","Grade","Measure Type","Variable","Value"
"Amistad Academy District","","2016-2017","Grade 7","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2016-2017","Grade 8","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2016-2017","Grade 9","Percent","Chronically Absent Students",12.7
"Amistad Academy District","","2016-2017","Grade 10","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2016-2017","Grade 11","Percent","Chronically Absent Students",16.3
"Amistad Academy District","","2016-2017","Grade 12","Percent","Chronically Absent Students",15.4
"Amistad Academy District","","2017-2018","Kindergarten","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2017-2018","Grade 1","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2017-2018","Grade 2","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2017-2018","Grade 3","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2017-2018","Grade 4","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2017-2018","Grade 5","Percent","Chronically Absent Students",10.4
"Amistad Academy District","","2017-2018","Grade 6","Percent","Chronically Absent Students",7.7
"Amistad Academy District","","2017-2018","Grade 7","Percent","Chronically Absent Students",7.5
"Amistad Academy District","","2017-2018","Grade 8","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2017-2018","Grade 9","Percent","Chronically Absent Students",10.8
"Amistad Academy District","","2017-2018","Grade 10","Percent","Chronically Absent Students",11.8
"Amistad Academy District","","2017-2018","Grade 11","Percent","Chronically Absent Students",11.8
"Amistad Academy District","","2017-2018","Grade 12","Percent","Chronically Absent Students",19.6
"Amistad Academy District","","2018-2019","Kindergarten","Percent","Chronically Absent Students",7.7
"Amistad Academy District","","2018-2019","Grade 1","Percent","Chronically Absent Students",10
"Amistad Academy District","","2018-2019","Grade 2","Percent","Chronically Absent Students",9.6
"Amistad Academy District","","2018-2019","Grade 3","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2018-2019","Grade 4","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2018-2019","Grade 5","Percent","Chronically Absent Students",7.9
"Amistad Academy District","","2018-2019","Grade 6","Percent","Chronically Absent Students",8.1
"Amistad Academy District","","2018-2019","Grade 7","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2018-2019","Grade 8","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2018-2019","Grade 9","Percent","Chronically Absent Students",11.6
"Amistad Academy District","","2018-2019","Grade 10","Percent","Chronically Absent Students",9.6
"Amistad Academy District","","2018-2019","Grade 11","Percent","Chronically Absent Students",10.7
"Amistad Academy District","","2018-2019","Grade 12","Percent","Chronically Absent Students",0
"Amistad Academy District","","2019-2020","Kindergarten","Percent","Chronically Absent Students",20.4
"Amistad Academy District","","2019-2020","Grade 1","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2019-2020","Grade 2","Percent","Chronically Absent Students",8.3
"Amistad Academy District","","2019-2020","Grade 3","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2019-2020","Grade 4","Percent","Chronically Absent Students",6.7
"Amistad Academy District","","2019-2020","Grade 5","Percent","Chronically Absent Students",9.6
"Amistad Academy District","","2019-2020","Grade 6","Percent","Chronically Absent Students",6.7
"Amistad Academy District","","2019-2020","Grade 7","Percent","Chronically Absent Students",6.8
"Amistad Academy District","","2019-2020","Grade 8","Percent","Chronically Absent Students",9.4
"Amistad Academy District","","2019-2020","Grade 9","Percent","Chronically Absent Students",-9999
"Amistad Academy District","","2019-2020","Grade 10","Percent","Chronically Absent Students",13.8
"Amistad Academy District","","2019-2020","Grade 11","Percent","Chronically Absent Students",9.2
"Amistad Academy District","","2019-2020","Grade 12","Percent","Chronically Absent Students",21.3
"Andover School District","","2011-2012","Kindergarten","Percent","Chronically Absent Students",0
"Andover School District","","2011-2012","Grade 1","Percent","Chronically Absent Students",0
"Andover School District","","2011-2012","Grade 2","Percent","Chronically Absent Students",0
"Andover School District","","2011-2012","Grade 3","Percent","Chronically Absent Students",-9999
"Andover School District","","2011-2012","Grade 4","Percent","Chronically Absent Students",0
"Andover School District","","2011-2012","Grade 5","Percent","Chronically Absent Students",-9999
"Andover School District","","2011-2012","Grade 6","Percent","Chronically Absent Students",0
"Andover School District","","2011-2012","Grade 7","Percent","Chronically Absent Students",-6666
"Andover School District","","2011-2012","Grade 8","Percent","Chronically Absent Students",-6666
"Andover School District","","2011-2012","Grade 9","Percent","Chronically Absent Students",-6666
"Andover School District","","2011-2012","Grade 10","Percent","Chronically Absent Students",-6666
"Andover School District","","2011-2012","Grade 11","Percent","Chronically Absent Students",-6666
"Andover School District","","2011-2012","Grade 12","Percent","Chronically Absent Students",-6666
"Andover School District","","2012-2013","Kindergarten","Percent","Chronically Absent Students",-9999
"Andover School District","","2012-2013","Grade 1","Percent","Chronically Absent Students",-9999
"Andover School District","","2012-2013","Grade 2","Percent","Chronically Absent Students",-9999
"Andover School District","","2012-2013","Grade 3","Percent","Chronically Absent Students",-9999
"Andover School District","","2012-2013","Grade 4","Percent","Chronically Absent Students",-9999
"Andover School District","","2012-2013","Grade 5","Percent","Chronically Absent Students",-9999
"Andover School District","","2012-2013","Grade 6","Percent","Chronically Absent Students",-9999
"Andover School District","","2012-2013","Grade 7","Percent","Chronically Absent Students",-6666
"Andover School District","","2012-2013","Grade 8","Percent","Chronically Absent Students",-6666
"Andover School District","","2012-2013","Grade 9","Percent","Chronically Absent Students",-6666
"Andover School District","","2012-2013","Grade 10","Percent","Chronically Absent Students",-6666
"Andover School District","","2012-2013","Grade 11","Percent","Chronically Absent Students",-6666
"Andover School District","","2012-2013","Grade 12","Percent","Chronically Absent Students",-6666
"Andover School District","","2013-2014","Kindergarten","Percent","Chronically Absent Students",-9999
"Andover School District","","2013-2014","Grade 1","Percent","Chronically Absent Students",-9999
"Andover School District","","2013-2014","Grade 2","Percent","Chronically Absent Students",0
"Andover School District","","2013-2014","Grade 3","Percent","Chronically Absent Students",0
"Andover School District","","2013-2014","Grade 4","Percent","Chronically Absent Students",-9999
"Andover School District","","2013-2014","Grade 5","Percent","Chronically Absent Students",0
"Andover School District","","2013-2014","Grade 6","Percent","Chronically Absent Students",0
"Andover School District","","2013-2014","Grade 7","Percent","Chronically Absent Students",-6666
"Andover School District","","2013-2014","Grade 8","Percent","Chronically Absent Students",-6666
"Andover School District","","2013-2014","Grade 9","Percent","Chronically Absent Students",-6666
"Andover School District","","2013-2014","Grade 10","Percent","Chronically Absent Students",-6666
"Andover School District","","2013-2014","Grade 11","Percent","Chronically Absent Students",-6666
"Andover School District","","2013-2014","Grade 12","Percent","Chronically Absent Students",-6666
"Andover School District","","2014-2015","Kindergarten","Percent","Chronically Absent Students",0
"Andover School District","","2014-2015","Grade 1","Percent","Chronically Absent Students",0
"Andover School District","","2014-2015","Grade 2","Percent","Chronically Absent Students",-9999
"Andover School District","","2014-2015","Grade 3","Percent","Chronically Absent Students",0
"Andover School District","","2014-2015","Grade 4","Percent","Chronically Absent Students",-9999
"Andover School District","","2014-2015","Grade 5","Percent","Chronically Absent Students",0
"Andover School District","","2014-2015","Grade 6","Percent","Chronically Absent Students",-9999
"Andover School District","","2014-2015","Grade 7","Percent","Chronically Absent Students",-6666
"Andover School District","","2014-2015","Grade 8","Percent","Chronically Absent Students",-6666
"Andover School District","","2014-2015","Grade 9","Percent","Chronically Absent Students",-6666
"Andover School District","","2014-2015","Grade 10","Percent","Chronically Absent Students",-6666
"Andover School District","","2014-2015","Grade 11","Percent","Chronically Absent Students",-6666
"Andover School District","","2014-2015","Grade 12","Percent","Chronically Absent Students",-6666
"Andover School District","","2015-2016","Kindergarten","Percent","Chronically Absent Students",0
"Andover School District","","2015-2016","Grade 1","Percent","Chronically Absent Students",0
"Andover School District","","2015-2016","Grade 2","Percent","Chronically Absent Students",-9999
"Andover School District","","2015-2016","Grade 3","Percent","Chronically Absent Students",-9999
"Andover School District","","2015-2016","Grade 4","Percent","Chronically Absent Students",0
"Andover School District","","2015-2016","Grade 5","Percent","Chronically Absent Students",-9999
"Andover School District","","2015-2016","Grade 6","Percent","Chronically Absent Students",-9999
"Andover School District","","2015-2016","Grade 7","Percent","Chronically Absent Students",-6666
"Andover School District","","2015-2016","Grade 8","Percent","Chronically Absent Students",-6666
"Andover School District","","2015-2016","Grade 9","Percent","Chronically Absent Students",-6666
